,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance,target
15326,0,7,0,0,3,2,4,1,0,0,0,0,0,1,0,0,4,0,3,0,0,1,2,40,0,7,2,1,0,0,8,3,1,0,1,
15327,1,6,4,0,4,0,4,5,1,0,1,0,0,0,0,0,5,0,3,5,1,1,1,89,1,14,2,2,1,10,9,9,2,0,2,
15328,0,8,1,0,3,0,0,3,0,0,1,1,0,1,0,0,2,1,4,1,0,0,3,89,1,18,2,2,1,12,0,8,1,0,1,
15329,1,3,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,3,0,0,0,89,0,7,2,0,1,15,3,1,1,0,1,
15330,0,0,3,0,3,1,1,1,0,0,4,1,0,1,0,0,2,1,3,3,0,0,1,89,2,7,2,0,1,12,2,13,1,0,1,
15331,1,7,0,0,3,1,1,5,1,0,2,0,0,1,1,0,4,0,2,0,0,0,0,89,1,7,2,0,1,11,3,8,1,0,1,
15332,0,8,1,0,3,0,2,3,0,0,1,0,0,1,1,0,2,0,4,1,0,0,4,89,2,18,2,1,1,9,4,13,1,0,1,
15333,1,7,4,1,2,0,1,4,0,0,1,1,0,0,0,1,4,1,3,13,1,1,0,67,1,10,2,1,1,12,3,7,2,2,20,
15334,1,4,2,0,2,0,2,5,0,0,0,0,0,0,0,0,5,0,2,13,1,1,3,40,1,7,2,0,0,0,5,7,2,0,2,
15335,1,8,1,1,2,3,1,3,0,0,0,1,0,0,0,0,4,0,1,11,1,0,3,67,2,14,2,1,0,0,3,12,2,2,8,
15336,1,7,3,1,3,1,2,0,1,1,0,1,0,0,1,0,2,1,3,3,1,0,4,67,1,22,2,2,1,15,5,8,2,3,12,
15337,0,4,0,0,3,1,2,4,1,0,0,0,0,0,1,2,2,1,1,2,1,0,3,89,1,14,2,1,0,7,4,8,2,0,26,
15338,1,7,1,0,2,1,0,2,0,0,0,1,0,1,0,0,4,1,1,17,0,0,3,67,1,18,2,2,0,4,1,7,1,0,1,
15339,1,6,1,0,3,0,4,1,1,0,1,0,0,0,0,0,4,1,2,18,1,0,0,89,1,14,3,1,0,6,9,8,2,0,2,
15340,0,4,3,1,2,0,1,7,0,0,3,1,0,0,0,2,4,0,2,2,1,1,4,40,1,22,2,2,0,0,2,7,2,2,31,
15341,1,1,2,0,2,0,4,1,1,0,1,1,0,0,1,1,2,0,2,8,1,0,3,40,1,14,1,1,0,3,9,7,2,0,46,
15342,1,8,2,0,3,0,4,5,0,0,1,1,0,0,1,3,4,1,2,13,1,1,4,40,1,7,2,1,0,5,9,8,2,0,36,
15343,0,2,2,0,2,4,1,5,0,0,0,1,0,0,1,0,2,1,2,0,0,1,2,89,0,14,1,0,1,13,2,2,0,0,0,
15344,0,2,2,0,2,1,3,3,0,0,0,1,0,1,1,3,1,1,2,8,0,0,2,89,2,7,2,0,1,13,6,12,1,0,35,
15345,0,3,1,1,1,0,2,3,1,0,0,0,0,0,1,3,2,0,3,5,1,1,4,40,1,14,2,1,1,11,4,6,2,2,41,
15346,1,1,2,0,2,3,4,2,1,0,0,1,0,0,1,0,1,1,1,4,1,0,1,67,0,7,2,1,0,7,9,2,2,0,2,
15347,1,0,2,1,1,2,1,4,1,0,0,1,0,1,0,1,5,0,2,5,1,0,2,40,1,14,2,1,0,2,3,6,3,2,21,
15348,1,1,1,1,2,0,4,1,0,0,3,1,0,0,1,3,2,1,3,17,1,0,4,89,1,18,3,2,1,13,9,7,2,2,41,
15349,1,1,1,0,1,1,1,2,1,0,1,1,0,0,0,0,4,1,1,6,1,0,1,67,1,18,2,2,0,6,3,6,2,0,2,
15350,0,4,0,0,3,1,2,4,0,0,0,0,0,0,1,0,2,0,1,2,1,0,3,89,1,18,2,0,1,9,4,8,2,0,2,
15351,1,7,2,1,2,1,4,7,1,0,2,1,0,0,0,2,5,0,1,13,1,0,1,89,1,22,1,1,1,10,9,7,2,2,31,
15352,1,2,2,1,2,0,3,2,0,0,0,0,0,1,0,1,4,1,2,5,1,1,4,67,2,14,2,2,1,12,7,12,3,2,21,
15353,0,2,2,1,3,1,3,1,1,1,3,1,0,0,1,2,5,0,3,2,1,1,0,40,1,7,1,0,0,3,6,8,2,3,32,
15354,0,8,1,0,2,1,1,1,0,0,1,1,0,0,1,0,4,1,2,1,1,0,3,89,2,22,1,2,0,5,2,12,2,0,2,
15355,1,1,0,1,2,1,3,5,0,1,0,0,0,0,0,0,2,0,2,1,1,0,4,89,0,7,3,0,1,8,7,2,2,3,12,
15356,1,3,4,1,2,1,4,3,0,0,3,0,0,0,0,3,2,1,4,2,1,0,1,89,1,18,1,1,1,12,9,7,2,2,41,
15357,0,4,1,1,2,0,0,2,0,0,0,0,0,1,0,0,4,0,1,7,0,1,4,67,1,14,2,2,0,0,0,7,1,2,7,
15358,1,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,2,0,3,14,1,1,2,89,2,7,2,1,1,8,7,13,2,0,2,
15359,0,8,2,0,2,1,3,2,1,0,0,0,0,0,0,2,1,0,3,0,1,0,0,67,1,18,1,1,0,2,6,7,2,0,26,
15360,1,8,1,0,3,3,2,4,0,0,1,0,0,1,0,0,4,0,3,7,1,0,2,67,0,7,3,0,0,0,5,3,3,0,3,
15361,0,1,0,1,1,2,1,3,0,0,2,1,0,0,0,1,2,1,3,23,1,1,4,67,1,18,2,2,0,4,2,6,2,2,20,
15362,0,8,0,1,2,0,3,6,0,0,1,0,0,1,1,1,4,0,2,12,0,1,1,67,2,22,3,2,0,1,6,12,1,2,19,
15363,1,4,0,1,3,3,0,2,1,0,2,1,0,0,1,3,2,1,3,6,1,0,1,89,1,22,2,1,1,15,1,8,2,2,41,
15364,0,3,4,1,4,3,4,0,0,0,0,1,0,0,0,0,2,1,4,13,1,1,1,40,1,10,1,1,0,4,8,9,2,2,8,
15365,1,1,3,1,3,3,4,2,0,0,2,0,0,0,1,1,4,0,3,7,1,0,0,89,1,18,2,1,1,9,9,8,2,2,20,
15366,0,3,4,0,3,1,0,1,0,0,0,0,0,1,0,0,2,1,3,2,1,0,3,67,1,22,2,2,0,4,0,8,3,0,3,
15367,1,2,0,1,2,0,1,5,0,0,1,0,0,1,0,0,2,1,4,19,0,0,1,40,2,22,1,0,0,4,3,12,1,2,7,
15368,1,1,1,1,1,1,3,1,0,0,2,0,0,0,0,0,2,0,3,3,1,0,2,40,0,14,1,1,0,0,7,1,2,2,8,
15369,0,8,2,0,3,1,0,0,1,0,0,1,0,0,0,3,2,1,3,3,1,0,1,40,2,18,2,1,0,6,0,13,2,0,36,
15370,1,4,2,1,2,0,2,1,0,0,0,1,0,0,0,3,3,1,2,0,1,1,0,89,2,22,3,0,1,12,5,12,2,2,41,
15371,1,4,4,0,2,0,1,2,1,0,4,0,0,0,1,2,4,1,3,3,0,0,3,40,1,14,2,1,0,7,3,7,0,0,24,
15372,1,4,3,0,2,0,4,7,0,0,2,1,0,1,1,0,4,1,1,2,0,0,0,40,1,22,2,1,0,5,9,7,1,0,1,
15373,0,3,3,0,4,2,4,7,1,0,2,0,0,0,1,0,2,0,3,19,1,1,2,89,3,10,2,1,0,3,8,19,2,0,2,
15374,0,2,0,0,2,1,2,3,0,0,2,0,0,1,0,0,1,0,3,19,0,0,1,89,1,7,3,0,0,0,4,7,1,0,1,
15375,1,1,2,1,3,1,2,1,0,0,1,1,0,1,0,2,5,1,1,3,1,1,4,67,1,22,3,2,1,12,5,8,3,2,50,
15376,1,4,4,1,2,1,2,2,1,0,1,1,0,0,0,2,4,1,0,4,1,0,1,89,1,10,2,1,1,14,5,7,2,2,31,
15377,1,1,2,1,2,3,1,2,0,0,0,1,0,0,1,3,1,0,1,4,1,0,2,67,0,10,2,1,0,1,3,2,2,2,41,
15378,0,3,3,1,2,1,2,3,1,1,2,0,0,0,0,0,3,1,2,10,1,1,3,89,1,7,3,0,1,14,4,7,2,3,12,
15379,0,4,0,1,2,0,2,6,1,0,1,1,0,0,0,0,2,1,2,0,1,0,2,89,2,14,2,1,1,14,4,12,2,2,8,
15380,0,2,4,1,4,0,1,1,1,0,0,1,0,0,0,3,2,1,2,3,1,1,1,89,2,14,2,1,0,6,2,14,2,2,41,
15381,1,8,3,1,3,0,4,4,1,0,0,0,0,0,1,1,5,1,2,4,1,1,1,67,2,18,2,1,0,7,9,13,2,2,20,
15382,1,8,2,0,3,0,4,3,0,0,1,0,0,0,0,0,5,1,3,5,1,1,1,89,3,14,3,0,0,4,9,18,2,0,2,
15383,1,3,1,1,3,0,0,5,0,0,0,0,0,1,0,0,4,1,2,1,0,1,1,40,2,7,2,2,1,12,1,13,1,2,7,
15384,1,0,4,0,2,0,4,1,0,1,2,0,0,0,0,3,1,0,1,7,1,0,1,67,0,10,2,1,0,0,9,2,2,1,38,
15385,1,3,2,1,2,1,1,2,0,0,3,1,0,1,0,0,5,0,3,8,0,0,4,40,1,7,1,0,0,0,3,7,1,2,7,
15386,0,2,3,1,2,3,2,1,1,0,1,1,0,0,0,3,5,0,2,3,1,0,3,89,1,10,2,1,1,10,4,7,2,2,41,
15387,0,4,0,1,1,0,4,6,1,0,1,0,0,1,1,3,4,0,3,1,1,0,0,67,0,22,3,1,0,3,8,1,3,2,42,
15388,0,4,0,0,1,0,0,7,0,0,1,0,0,1,1,0,4,1,3,9,0,1,1,40,1,18,2,2,0,5,0,6,1,0,1,
15389,1,4,2,0,2,0,4,4,0,0,1,0,0,0,0,2,2,1,3,7,1,1,3,67,2,22,1,1,0,4,9,12,2,0,26,
15390,0,3,4,0,4,1,2,2,0,0,4,0,0,0,1,0,1,0,4,0,1,0,4,67,4,18,2,1,0,1,4,24,2,0,2,
15391,0,7,1,1,4,1,2,4,1,0,1,0,0,0,0,3,2,1,4,4,1,0,0,67,0,14,3,1,1,14,4,4,2,2,41,
15392,1,2,1,1,2,3,2,4,1,1,0,1,0,0,0,0,2,0,2,3,1,1,0,89,1,14,1,0,0,2,5,7,2,3,12,
15393,1,0,4,0,3,1,2,2,0,0,2,0,0,1,0,0,0,1,3,0,0,1,3,67,3,7,1,0,1,12,5,18,1,0,1,
15394,1,3,1,1,1,1,4,6,1,0,0,1,0,0,0,3,4,0,1,1,1,0,3,89,0,14,2,1,1,10,9,1,2,2,41,
15395,0,1,2,1,3,0,2,3,1,0,0,1,0,0,1,1,2,1,3,1,1,1,4,67,0,14,2,1,1,15,4,3,2,2,20,
15396,1,2,1,1,2,0,0,1,0,1,0,0,0,0,1,0,2,1,2,0,1,1,2,67,0,7,3,0,0,5,1,2,2,3,12,
15397,0,2,1,0,3,0,4,3,1,0,1,1,0,0,1,0,4,0,2,12,1,1,0,40,1,18,2,2,1,11,8,8,2,0,2,
15398,1,3,1,0,1,0,0,3,0,0,0,0,0,0,1,0,4,1,1,5,1,0,0,67,1,10,3,0,0,5,1,6,2,0,2,
15399,1,2,3,0,2,3,3,1,0,0,1,0,0,0,1,2,5,1,2,3,1,0,2,67,1,22,3,1,0,5,7,7,2,0,26,
15400,0,4,1,0,4,0,4,2,1,0,1,1,0,1,1,0,5,0,1,12,0,0,2,89,1,22,2,2,0,3,8,9,1,0,1,
15401,1,6,2,1,2,3,1,2,1,0,2,0,0,0,0,3,2,0,4,2,0,0,2,67,2,14,3,2,1,10,3,12,0,2,39,
15402,0,2,1,0,3,1,4,6,0,0,1,1,0,0,0,2,5,1,2,6,1,1,0,89,1,7,2,1,0,4,8,8,2,0,26,
15403,1,7,3,0,4,0,2,3,1,0,2,0,0,0,0,2,4,0,2,7,1,0,3,89,4,10,2,1,1,10,5,24,2,0,26,
15404,0,0,4,1,2,0,2,1,1,0,1,1,0,1,1,1,2,1,3,3,0,0,4,67,2,18,2,2,1,15,4,12,1,2,19,
15405,1,2,0,1,2,0,1,5,0,0,0,0,0,0,0,1,3,1,0,20,1,1,4,40,0,10,3,1,0,4,3,2,2,2,20,
15406,0,3,3,1,4,0,4,3,1,1,1,1,0,0,1,0,4,1,3,0,1,1,2,40,2,22,1,0,0,7,8,14,2,3,12,
15407,0,0,1,1,2,0,1,3,0,0,3,1,0,0,1,3,4,1,3,5,1,1,2,67,2,18,2,1,0,5,2,12,2,2,41,
15408,1,1,1,1,4,2,1,3,0,0,1,0,0,0,1,0,2,1,3,23,1,1,1,67,4,10,3,1,0,5,3,24,2,2,8,
15409,1,4,4,1,2,3,0,2,1,0,2,0,0,0,0,3,4,0,3,3,1,0,4,89,1,14,2,1,1,10,1,7,2,2,41,
15410,0,0,1,1,2,1,0,1,0,0,1,0,0,0,1,0,2,1,1,3,1,0,4,40,2,7,2,2,0,5,0,12,2,2,8,
15411,1,3,1,1,2,0,2,6,1,0,1,1,0,0,0,0,1,1,2,16,1,1,0,89,0,22,2,1,1,14,5,2,2,2,8,
15412,1,0,2,0,3,1,0,2,1,0,3,1,0,0,0,3,4,0,4,0,1,0,4,89,2,22,2,1,0,2,1,13,2,0,36,
15413,1,5,4,0,3,1,3,2,0,0,2,1,0,0,1,0,5,0,2,5,1,0,4,67,2,22,2,1,1,9,7,13,2,0,2,
15414,0,1,2,1,2,3,3,7,1,0,0,1,0,0,0,3,2,1,1,5,1,0,1,67,1,14,2,1,0,6,6,7,2,2,41,
15415,1,8,2,1,2,1,1,2,1,1,3,1,0,0,1,2,4,0,2,4,1,0,0,89,1,18,2,0,1,11,3,7,2,3,32,
15416,0,1,0,0,2,1,1,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,89,2,7,2,0,0,0,2,12,1,0,1,
15417,0,4,2,0,1,1,2,2,0,0,0,0,0,0,0,3,4,0,2,5,1,0,4,89,1,10,1,1,1,8,4,6,2,0,36,
15418,1,4,1,1,2,0,4,7,1,0,1,0,0,0,0,2,5,1,1,17,1,0,1,89,2,22,2,1,0,6,9,12,2,2,31,
15419,0,8,0,1,2,2,2,5,0,0,1,1,0,0,1,1,2,1,3,21,1,1,3,67,1,18,2,1,0,5,4,7,2,2,20,
15420,0,2,2,1,3,0,4,5,0,0,0,0,0,0,1,1,2,0,4,1,1,1,2,67,1,18,2,2,1,9,8,8,2,2,20,
15421,1,6,1,0,3,0,2,2,0,0,1,0,0,0,0,0,4,0,2,18,1,0,2,89,2,14,2,2,1,8,5,13,2,0,2,
15422,0,4,1,1,2,0,2,7,0,0,0,1,0,0,0,3,4,1,3,17,1,1,4,89,1,7,3,0,0,4,4,7,2,2,41,
15423,0,8,2,0,2,1,4,7,0,0,3,0,0,1,1,1,2,0,1,4,1,1,1,67,0,18,2,1,1,9,8,2,3,0,16,
15424,0,0,0,1,1,1,4,7,1,0,0,1,0,0,0,3,4,0,1,0,1,0,4,89,0,10,2,1,0,2,8,1,2,2,41,
15425,0,1,3,1,3,3,2,1,1,1,2,0,0,0,0,0,4,1,3,13,1,0,1,67,0,18,2,2,0,6,4,3,2,3,12,
15426,0,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,3,1,0,0,89,0,7,1,0,0,5,2,1,2,3,22,
15427,0,8,2,0,3,0,2,7,1,0,2,0,0,1,0,1,5,1,3,2,0,1,3,67,1,18,3,2,1,14,4,8,1,0,15,
15428,0,2,2,0,3,0,1,7,1,0,1,0,0,0,1,2,5,0,3,3,1,1,1,40,1,22,1,0,1,11,2,8,2,0,26,
15429,0,3,1,1,2,3,2,3,0,0,0,0,0,0,1,1,1,1,3,13,1,1,0,89,1,14,2,1,0,5,4,7,2,2,20,
15430,1,4,1,0,2,1,2,2,0,0,0,1,0,1,1,3,2,0,2,3,0,1,4,89,1,18,3,0,0,1,5,7,1,0,35,
15431,0,3,3,0,2,1,1,6,1,0,0,0,0,0,0,1,2,0,3,5,1,1,1,89,0,14,1,1,0,2,2,2,2,0,46,
15432,0,4,0,1,2,0,1,7,0,0,1,1,0,0,0,3,2,1,3,13,1,1,1,40,1,22,3,1,1,12,2,7,2,2,41,
15433,0,7,2,0,1,1,2,2,1,0,0,1,0,0,1,3,2,0,3,0,1,0,3,89,0,18,2,1,1,11,4,1,2,0,36,
15434,1,1,2,1,2,3,2,2,0,0,0,1,0,0,0,1,1,0,1,4,1,0,4,89,0,14,2,1,1,8,5,2,2,2,20,
15435,1,1,3,1,2,0,2,6,1,0,1,0,0,1,0,0,5,0,1,16,0,0,0,89,1,18,2,0,0,2,5,7,1,2,7,
15436,1,1,3,0,2,0,0,6,0,0,2,1,0,1,1,2,4,1,3,14,0,0,1,89,1,18,1,2,1,13,1,7,1,0,25,
15437,0,3,0,1,1,0,2,3,0,0,0,0,0,0,1,3,5,0,1,12,1,1,3,89,0,10,2,2,1,9,4,1,2,2,41,
15438,1,2,2,0,2,0,4,2,1,0,1,0,0,0,1,0,4,1,2,5,1,1,0,67,2,18,3,1,1,15,9,12,2,0,2,
15439,1,3,3,1,4,2,0,7,1,0,2,1,0,0,0,3,2,0,3,19,1,1,0,89,3,22,2,0,1,10,1,19,2,2,41,
15440,0,0,2,0,2,1,2,7,1,0,0,1,0,1,1,0,2,1,1,0,0,1,0,40,1,7,2,0,0,7,4,7,1,0,1,
15441,0,8,1,1,3,1,4,1,1,0,0,0,0,0,0,3,2,1,2,0,1,0,1,67,2,10,2,0,1,14,8,13,2,2,41,
15442,0,2,2,0,2,1,1,3,1,0,0,1,0,0,0,1,1,1,2,8,1,0,3,67,1,14,3,1,1,14,2,7,2,0,46,
15443,0,5,2,1,2,1,4,0,1,0,0,0,0,0,1,0,2,0,3,3,1,0,1,89,1,14,2,2,1,11,8,7,2,2,8,
15444,1,4,0,0,3,1,2,7,1,0,2,1,3,0,1,3,2,0,1,9,1,1,0,40,0,14,2,1,0,3,5,3,2,0,36,
15445,0,8,2,1,3,0,4,5,1,0,1,0,0,0,0,3,4,1,2,13,1,1,1,40,1,14,2,2,1,14,8,8,2,2,41,
15446,0,1,2,0,1,0,1,4,1,0,0,0,0,1,0,0,2,1,2,14,0,1,3,67,1,7,3,0,0,6,2,6,1,0,1,
15447,0,2,2,1,3,2,4,7,1,0,0,0,0,0,1,3,5,1,1,12,1,1,1,67,1,10,3,0,0,7,8,8,2,2,41,
15448,0,3,4,1,4,1,2,2,1,1,4,0,0,0,0,0,1,0,4,0,1,0,4,67,4,7,2,1,1,10,4,24,2,3,12,
15449,1,2,2,0,1,0,4,1,0,0,2,1,0,1,1,3,4,1,3,7,1,0,3,67,2,18,3,1,0,5,9,11,3,0,37,
15450,1,1,0,1,3,1,1,3,1,0,2,1,0,0,0,0,3,0,2,6,1,0,3,40,0,22,2,0,0,2,3,3,2,2,8,
15451,1,6,2,0,3,0,4,3,0,0,2,0,0,0,0,3,4,0,3,2,1,0,0,40,3,14,1,1,1,8,9,18,2,0,36,
15452,1,7,2,1,2,0,2,1,1,0,2,1,0,0,0,3,1,0,4,7,1,0,1,67,2,14,2,1,0,2,5,12,2,2,41,
15453,0,8,0,1,2,0,1,4,1,0,0,0,0,1,0,0,5,0,1,5,0,1,3,40,2,18,1,2,0,2,2,12,1,2,7,
15454,1,2,0,1,1,3,2,4,1,0,1,0,0,0,1,3,3,1,2,7,1,1,1,67,0,7,2,1,1,15,5,1,2,2,41,
15455,0,0,4,1,4,1,0,0,0,0,0,0,0,0,1,3,2,0,4,3,1,0,1,67,1,22,3,0,0,1,0,9,2,2,41,
15456,0,2,2,1,2,0,0,7,1,0,0,1,0,0,0,1,2,1,2,5,1,1,3,89,1,7,2,2,0,6,0,7,2,2,20,
15457,0,5,1,0,1,1,2,1,0,0,0,0,0,0,0,1,4,0,2,3,1,0,4,89,1,7,2,1,0,0,4,6,2,0,46,
15458,0,7,2,1,1,0,1,6,1,0,1,0,0,0,0,1,5,1,2,7,1,1,1,67,2,18,3,1,1,14,2,11,2,2,20,
15459,0,2,2,1,2,1,2,1,0,1,1,1,0,0,1,3,2,0,3,5,0,0,4,40,1,7,2,0,0,1,4,7,0,3,46,
15460,1,3,0,1,2,0,0,3,1,1,0,0,0,0,1,0,2,0,2,5,1,1,4,40,2,7,1,0,0,3,1,12,2,3,12,
15461,1,6,0,1,3,1,2,7,0,0,2,0,0,0,1,2,4,0,2,5,1,0,4,40,2,22,2,0,0,1,5,13,2,2,31,
15462,1,2,1,0,3,3,4,1,1,0,1,1,0,0,1,0,4,1,3,15,1,1,2,67,2,22,3,1,0,7,9,13,2,0,2,
15463,0,2,1,1,2,0,2,1,0,0,0,1,0,0,0,0,4,0,2,4,1,1,0,89,1,18,3,1,1,8,4,7,2,2,8,
15464,1,1,3,1,3,1,3,1,0,0,3,1,0,0,0,0,4,0,3,1,1,0,1,89,1,10,2,2,1,8,7,8,2,2,8,
15465,1,2,1,1,3,3,2,3,1,1,3,0,0,0,0,0,4,0,2,7,1,1,0,89,2,14,3,2,1,10,5,13,2,3,12,
15466,0,6,0,1,4,1,3,7,0,0,0,0,0,0,1,3,2,0,0,3,1,1,1,40,0,22,2,1,0,1,6,4,2,2,41,
15467,1,4,0,1,1,1,0,1,1,0,0,0,0,0,1,0,5,1,2,5,1,0,2,67,0,22,2,1,1,15,1,1,2,2,8,
15468,0,2,1,1,1,2,4,3,1,0,2,1,0,0,1,1,1,0,2,4,1,1,0,89,3,22,1,0,1,11,8,16,2,2,20,
15469,1,0,2,0,3,1,1,6,0,0,2,0,0,0,0,0,2,1,3,2,1,0,2,40,3,7,3,2,0,4,3,18,2,0,2,
15470,0,8,2,0,2,0,1,7,1,0,1,0,0,1,0,2,2,0,3,4,0,1,1,89,2,18,3,2,1,10,2,12,1,0,25,
15471,0,2,3,0,1,1,2,7,1,0,3,1,0,0,0,3,4,0,2,18,1,1,3,67,1,7,2,2,0,2,4,6,2,0,36,
15472,1,4,2,0,2,0,2,1,1,0,0,0,0,0,1,0,3,0,2,0,1,1,1,40,1,22,1,1,0,3,5,7,2,0,2,
15473,1,1,4,0,1,1,4,2,1,0,1,0,0,1,0,0,2,0,4,3,1,0,0,89,1,14,3,2,1,10,9,6,3,0,3,
15474,0,2,3,0,3,3,2,1,0,0,4,0,0,0,0,0,2,0,4,21,1,0,4,89,1,18,2,2,1,8,4,8,2,0,2,
15475,1,7,1,0,1,0,2,5,0,0,1,1,0,0,0,1,2,0,3,7,1,1,0,89,1,14,2,2,1,8,5,6,2,0,46,
15476,1,8,3,0,4,0,2,5,0,0,1,0,0,0,0,3,5,0,4,7,1,0,4,67,2,10,2,1,0,0,5,14,2,0,36,
15477,0,8,1,0,3,0,2,3,0,0,1,1,0,0,0,2,2,0,4,5,1,0,0,89,1,18,1,1,0,0,4,8,2,0,26,
15478,0,4,2,1,2,1,3,2,1,0,3,1,0,0,1,3,4,1,3,23,1,0,0,89,3,14,2,1,0,7,6,17,2,2,41,
15479,1,8,3,1,4,0,1,5,1,1,1,0,0,0,0,0,5,1,4,7,1,0,4,67,2,10,2,0,1,14,3,14,2,3,12,
15480,1,7,4,1,3,0,1,2,1,0,0,0,0,0,1,0,2,0,3,13,0,0,2,67,2,18,2,2,1,11,3,13,0,2,6,
15481,0,3,4,1,4,1,2,2,0,0,4,0,0,0,1,3,1,1,4,0,1,0,1,40,4,14,2,1,0,5,4,24,2,2,41,
15482,1,5,0,0,2,1,2,2,0,0,3,1,0,1,1,0,4,0,3,0,0,0,1,40,1,22,3,1,1,9,5,7,1,0,1,
15483,1,3,1,1,2,0,2,2,0,0,1,0,0,0,1,3,3,0,2,24,1,0,0,89,1,10,1,2,1,9,5,7,2,2,41,
15484,0,3,1,1,2,3,2,2,1,0,1,1,0,1,0,1,2,0,1,7,0,0,1,89,1,7,3,0,1,10,4,7,1,2,19,
15485,1,3,1,1,3,0,0,3,1,1,0,0,0,0,1,0,4,1,3,9,1,1,0,67,1,7,2,0,0,7,1,8,2,3,12,
15486,0,0,1,1,2,0,2,2,0,0,0,0,0,0,1,3,4,0,4,5,1,1,0,89,1,7,1,0,1,9,4,7,2,2,41,
15487,0,6,2,0,4,1,2,1,0,0,4,0,0,1,1,3,2,0,3,17,0,1,3,67,2,7,2,1,1,9,4,14,1,0,35,
15488,1,8,4,0,4,0,4,2,1,0,1,0,0,0,1,0,5,0,3,12,1,0,2,89,2,14,1,1,0,3,9,14,2,0,2,
15489,1,2,3,0,3,1,2,2,1,0,3,0,0,1,1,0,4,0,2,12,0,0,4,89,2,10,2,0,0,3,5,13,1,0,1,
15490,0,2,1,0,1,3,2,1,0,0,3,0,0,1,1,0,2,1,2,13,0,0,2,89,0,7,2,1,0,5,4,1,1,0,1,
15491,0,3,1,0,3,1,4,2,1,0,0,0,0,0,0,0,3,1,2,6,1,0,1,89,2,18,2,1,0,6,8,13,2,0,2,
15492,1,5,2,1,0,3,2,2,1,0,1,0,0,0,1,0,4,0,1,0,1,0,1,89,1,14,3,1,0,3,5,5,2,2,8,
15493,1,6,1,1,3,0,0,2,0,1,0,0,0,0,1,0,4,1,3,7,0,0,1,40,0,7,1,0,0,5,1,3,0,3,10,
15494,1,5,4,0,1,0,3,5,1,0,0,0,0,0,0,0,3,1,1,13,1,1,0,89,1,22,1,2,1,14,7,6,2,0,2,
15495,0,4,1,1,2,3,3,7,0,0,1,0,0,0,1,3,1,1,3,23,1,0,1,40,2,7,1,1,1,13,6,12,2,2,41,
15496,0,8,2,1,2,0,4,4,0,1,1,1,0,0,1,0,4,1,3,1,1,0,2,89,2,18,2,2,0,5,8,12,2,3,12,
15497,1,4,2,0,2,0,0,1,0,0,0,1,0,0,1,0,3,1,2,0,1,1,3,40,2,14,1,1,1,13,1,12,2,0,2,
15498,1,8,2,0,4,1,0,4,1,0,1,0,0,0,1,3,4,0,4,4,1,0,0,67,2,14,1,1,0,3,1,14,2,0,36,
15499,1,2,1,1,1,1,4,5,1,0,1,0,0,0,1,1,2,0,1,0,1,0,4,89,1,7,2,2,0,3,9,6,2,2,20,
15500,1,0,0,0,2,4,2,7,1,0,0,0,0,0,1,3,2,1,1,14,1,0,3,89,1,14,2,1,1,15,5,7,2,0,36,
15501,1,7,2,1,3,0,1,3,0,0,0,1,0,0,0,2,1,1,1,5,1,1,4,89,1,22,3,1,1,12,3,8,2,2,31,
15502,1,1,1,1,3,3,3,1,1,0,0,0,0,1,0,3,2,0,4,3,0,0,1,89,2,7,2,0,0,2,7,13,1,2,40,
15503,1,7,2,1,3,1,0,1,1,0,2,0,0,0,0,0,4,1,2,5,1,0,4,89,2,7,2,0,0,6,1,13,2,2,8,
15504,0,4,2,1,2,3,1,3,1,0,1,1,0,1,0,0,5,1,1,5,0,0,3,67,1,7,3,1,1,14,2,7,1,2,7,
15505,0,7,1,1,2,1,2,2,0,0,2,1,0,0,1,0,4,0,1,17,1,0,2,67,2,18,1,2,1,9,4,12,2,2,8,
15506,0,8,0,1,2,1,4,5,1,0,2,0,0,1,0,0,4,1,2,3,1,0,4,89,1,14,2,1,0,6,8,7,3,2,9,
15507,1,5,3,1,4,4,2,7,0,0,0,1,0,0,0,0,5,0,2,13,1,1,0,40,1,10,2,1,0,0,5,9,2,2,8,
15508,1,8,2,0,2,1,1,1,1,0,1,0,0,1,0,0,2,0,2,3,0,0,1,89,1,7,1,0,1,10,3,7,1,0,1,
