,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,target,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance
9761,0,4,3,1,2,3,2,7,1,0,0,0,0,0,1,0,3,0,3,17,1,1,1,67,1,7,2,0,0,0,3,4,7,2,2,8
9762,0,2,2,1,3,0,3,4,1,0,1,0,0,0,0,2,4,1,3,5,1,0,4,67,2,10,3,0,0,0,6,6,13,2,2,31
9763,1,1,0,0,2,1,2,3,1,0,0,1,0,1,0,0,2,0,2,6,1,1,2,67,0,22,2,1,0,1,2,5,2,3,0,3
9764,1,4,3,0,3,1,2,3,0,0,2,1,0,0,1,0,5,0,3,9,1,0,4,89,3,18,2,0,1,0,9,5,18,2,0,2
9765,1,1,0,1,2,3,1,1,1,1,0,1,0,0,1,0,3,0,1,23,1,1,4,89,0,10,2,0,1,1,11,3,2,2,3,12
9766,0,8,4,1,3,0,0,4,0,0,0,0,0,0,1,0,4,0,2,5,1,1,4,67,2,10,3,1,1,0,9,0,13,2,2,8
9767,1,4,3,1,2,0,0,7,1,0,2,0,0,1,1,0,4,0,1,2,0,0,2,40,1,7,2,0,0,0,3,1,7,1,2,7
9768,1,3,1,1,2,0,2,2,0,0,1,0,0,0,0,0,3,0,2,24,1,0,3,89,1,18,1,2,0,0,0,5,7,2,2,8
9769,0,5,0,0,2,0,2,4,0,0,0,0,0,0,0,3,4,1,1,2,1,1,4,40,2,18,2,1,0,0,4,4,12,2,0,36
9770,1,8,0,0,0,0,1,3,0,0,1,1,0,0,1,1,4,1,2,13,1,0,1,40,1,18,2,1,1,1,13,3,5,2,0,46
9771,1,8,3,1,2,0,4,4,0,0,1,1,0,0,1,2,5,0,2,9,1,1,3,67,1,22,2,0,1,0,9,9,7,2,2,31
9772,0,8,2,1,4,3,4,5,1,0,1,0,0,0,0,1,4,0,2,13,1,0,3,89,2,10,2,1,0,1,2,8,14,2,2,20
9773,1,1,0,1,2,1,1,5,0,0,0,0,0,0,1,3,2,0,2,1,1,0,0,67,0,22,2,1,0,0,1,3,2,2,2,41
9774,1,1,1,1,2,1,0,1,0,0,1,1,0,0,0,1,2,0,2,0,1,0,1,89,1,10,3,2,0,1,0,1,7,2,2,20
9775,0,3,2,0,2,1,4,2,0,1,1,0,0,0,1,0,4,0,3,9,1,0,4,89,1,18,2,0,0,1,1,8,7,2,1,5
9776,0,0,2,0,4,1,1,1,1,0,1,1,0,0,1,3,2,0,3,9,1,0,1,89,1,18,1,1,1,1,11,2,9,2,0,36
9777,0,4,2,1,2,2,4,1,1,0,1,0,0,0,1,3,1,1,3,1,1,0,3,89,0,7,2,2,0,1,7,8,2,2,2,41
9778,1,8,2,1,2,1,4,2,1,0,3,0,0,0,0,0,4,0,1,4,1,0,4,89,1,14,2,1,1,1,10,9,7,2,2,8
9779,0,6,0,1,2,0,0,2,0,0,2,1,0,0,1,2,4,1,2,5,1,0,2,89,1,18,1,1,0,0,5,0,7,2,2,31
9780,0,4,1,1,2,0,1,2,0,0,0,0,0,0,0,0,4,0,2,13,1,0,4,40,2,10,1,1,1,0,8,2,12,2,2,8
9781,0,8,2,1,4,0,1,5,0,0,1,0,0,0,1,1,5,1,2,18,1,1,4,40,0,18,2,0,1,0,13,2,4,2,2,20
9782,1,4,0,0,3,0,1,4,1,0,0,1,0,0,1,0,5,0,2,17,1,1,2,89,1,22,2,1,1,1,11,3,8,2,0,2
9783,0,2,1,0,2,1,2,2,1,0,1,1,0,0,0,0,4,0,3,5,1,0,4,40,0,22,1,2,0,0,2,4,2,2,0,2
9784,1,1,0,0,2,1,3,1,0,0,0,0,0,1,0,0,2,1,2,3,0,0,1,89,1,18,2,1,0,1,4,7,7,1,0,1
9785,0,2,1,1,2,1,1,2,1,0,1,0,0,1,1,0,4,1,3,5,0,0,4,40,0,18,2,0,0,1,7,2,2,1,2,7
9786,1,1,4,1,4,2,0,4,0,0,0,1,0,0,1,3,5,1,4,3,1,1,1,67,2,14,3,1,1,1,13,1,14,2,2,41
9787,1,1,1,1,2,3,1,2,0,0,1,0,0,1,0,1,3,0,3,7,0,0,1,40,1,18,1,2,0,1,0,3,7,1,2,19
9788,1,3,1,0,2,0,2,6,0,0,1,1,0,0,0,2,1,0,2,16,1,1,1,89,0,10,2,1,1,1,8,5,2,2,0,26
9789,1,1,0,1,3,1,3,1,0,0,1,0,0,0,1,3,5,0,3,13,1,1,0,67,0,18,3,1,1,1,9,7,3,2,2,41
9790,1,1,2,1,4,1,2,1,1,0,1,0,0,0,1,3,4,1,4,5,1,0,4,89,2,10,2,2,1,1,15,5,14,2,2,41
9791,0,2,2,1,2,1,1,1,1,0,3,1,0,1,0,0,3,0,3,2,0,0,4,40,1,7,1,0,0,1,2,2,7,1,2,7
9792,1,3,2,0,2,0,1,4,0,0,1,1,0,0,0,0,4,1,2,13,1,1,1,67,2,7,3,0,0,1,4,3,12,2,0,2
9793,1,0,3,0,4,1,2,0,0,0,2,0,0,1,1,0,2,1,2,3,0,0,1,89,3,18,2,2,0,1,5,5,19,1,0,1
9794,1,3,0,0,2,0,2,7,0,0,2,0,0,1,1,0,3,1,3,17,0,1,2,67,0,10,2,2,0,0,5,5,2,1,0,1
9795,1,8,2,0,2,1,3,2,1,0,3,0,0,0,0,0,4,0,2,4,1,0,2,67,1,7,3,0,1,0,10,7,7,2,0,2
9796,0,5,0,1,2,0,1,4,0,0,0,1,0,0,1,3,3,0,3,0,1,1,4,67,0,10,2,2,0,1,1,2,2,2,2,41
9797,1,6,3,0,2,3,3,2,0,0,2,1,0,0,0,0,5,1,2,5,0,0,3,89,2,7,2,1,1,1,12,7,12,0,0,0
9798,1,3,4,1,2,1,3,3,1,0,3,0,0,0,1,3,2,1,4,2,1,0,4,67,1,18,2,2,1,1,15,7,7,2,2,41
9799,0,8,1,0,3,0,1,4,0,0,2,0,0,1,1,0,5,0,2,2,0,0,2,89,2,7,2,0,0,1,1,2,13,1,0,1
9800,0,3,1,1,3,0,1,3,0,0,0,1,0,0,0,3,4,0,3,9,1,1,3,89,1,10,2,1,1,0,8,2,8,2,2,41
9801,0,2,0,0,1,0,4,6,0,0,0,0,0,0,1,0,2,1,1,1,1,1,0,40,2,18,3,2,0,1,5,8,11,2,0,2
9802,1,8,0,1,4,0,4,3,1,0,1,0,0,0,0,3,4,0,3,4,1,1,3,89,1,7,2,1,1,0,10,9,9,2,2,41
9803,0,2,3,0,1,3,1,4,0,0,0,1,0,0,0,0,2,1,3,14,1,0,3,40,1,18,1,2,1,1,12,2,6,2,0,2
9804,1,0,2,0,3,1,4,2,0,0,3,1,0,0,1,0,4,1,4,0,1,0,3,67,2,22,2,0,0,1,5,9,13,2,0,2
9805,1,6,2,0,2,0,1,5,1,0,1,1,0,0,0,0,5,0,3,7,1,1,3,89,0,22,2,0,0,0,2,3,2,2,0,2
9806,1,8,4,0,4,1,2,1,1,0,3,0,0,0,0,3,4,1,3,3,1,0,0,89,2,10,2,1,1,1,14,5,14,2,0,36
9807,0,5,1,1,2,0,2,5,1,0,1,1,0,0,1,3,2,1,2,1,1,1,1,89,1,10,2,1,1,0,15,4,7,2,2,41
9808,1,7,0,1,4,0,1,3,0,0,0,0,0,0,0,1,5,1,3,7,1,1,3,89,3,10,2,1,0,1,4,3,19,2,2,20
9809,1,1,3,1,3,1,4,1,1,0,3,1,0,0,0,3,4,0,3,3,1,0,0,67,2,7,2,1,0,0,2,9,13,2,2,41
9810,0,6,3,1,2,0,4,5,1,0,1,1,0,0,0,1,5,1,4,5,1,1,0,89,1,22,1,0,1,0,14,8,7,2,2,20
9811,1,8,0,1,3,0,3,6,1,0,3,0,0,0,1,0,4,1,3,7,1,1,2,67,2,18,2,2,1,1,15,7,13,2,2,8
9812,1,3,0,0,2,0,3,6,0,0,1,1,0,0,0,0,2,1,3,5,0,1,2,89,2,10,2,1,1,0,12,7,12,0,0,0
9813,0,3,0,1,2,1,1,5,1,1,0,0,0,0,0,0,2,0,3,2,1,0,2,67,1,18,2,0,0,1,2,2,7,2,3,12
9814,1,4,2,0,4,3,4,7,1,0,0,1,0,0,0,0,5,1,4,13,0,1,2,89,1,18,1,1,1,1,14,9,9,0,0,0
9815,1,1,2,1,3,1,1,0,0,1,4,1,0,0,1,0,4,1,1,3,1,0,1,40,4,10,1,2,0,0,5,3,23,2,3,12
9816,1,5,1,1,1,1,2,1,1,0,0,1,0,0,0,3,4,1,2,3,1,0,1,89,1,14,1,1,1,0,14,5,6,2,2,41
9817,1,1,1,1,2,3,1,3,0,0,0,1,0,0,1,3,4,1,2,2,1,0,1,40,0,22,2,1,1,1,13,3,2,2,2,41
9818,1,0,1,0,2,1,3,3,0,0,1,0,0,1,0,1,3,0,1,0,0,0,0,89,1,18,2,2,1,1,8,7,7,1,0,15
9819,0,8,1,1,3,0,2,2,1,0,0,0,0,0,0,3,5,1,2,0,1,0,4,89,1,10,2,1,0,1,6,4,8,2,2,41
9820,0,4,0,0,3,1,2,1,0,0,2,0,0,0,1,0,4,1,1,18,1,0,4,40,0,14,2,1,1,1,13,4,3,2,0,2
9821,1,5,1,0,3,3,0,2,1,0,2,1,0,0,1,0,5,1,2,5,1,0,4,89,2,14,1,1,0,0,7,1,13,2,0,2
9822,0,8,1,1,3,1,1,1,1,0,3,1,0,1,1,0,4,1,2,0,0,0,4,67,2,7,3,2,1,1,15,2,13,1,2,7
9823,0,2,0,1,1,1,1,4,1,0,1,0,0,1,0,0,2,0,1,6,0,0,3,40,1,7,1,0,0,1,2,2,6,1,2,7
9824,1,5,2,1,3,0,1,2,0,0,3,1,0,0,1,3,5,0,3,0,1,0,2,67,2,18,2,1,0,1,1,3,13,2,2,41
9825,0,2,2,1,0,3,4,6,1,0,1,1,0,0,1,1,2,0,2,8,0,0,4,40,3,22,3,1,0,1,3,8,15,0,2,18
9826,1,2,1,1,2,1,1,7,0,0,0,1,0,1,0,0,4,1,3,11,0,1,0,40,1,22,3,0,1,1,12,3,7,1,2,7
9827,1,0,4,1,2,0,1,1,1,0,1,1,0,1,0,0,2,0,3,3,0,0,0,40,2,7,1,0,0,0,2,3,12,1,2,7
9828,1,7,2,1,1,0,3,6,1,0,1,0,0,0,1,0,5,1,2,7,1,1,3,89,2,18,2,2,1,0,15,7,11,2,2,8
9829,1,4,0,1,3,1,3,2,1,1,1,0,0,0,0,3,4,1,3,0,1,0,2,89,4,10,2,0,1,1,14,7,23,2,3,44
9830,0,1,1,0,1,2,0,7,0,0,0,1,0,1,0,3,5,0,4,4,0,1,2,40,1,22,2,0,0,0,0,0,6,1,0,35
9831,1,2,1,1,3,3,1,7,0,0,2,0,0,0,0,0,2,0,2,13,1,0,0,40,1,14,1,1,0,1,0,3,8,2,2,8
9832,1,2,1,0,2,0,4,1,1,0,0,1,0,0,1,1,2,1,2,0,1,1,4,89,0,22,2,1,1,1,15,9,2,2,0,46
9833,0,3,2,1,2,0,2,2,1,0,0,1,0,0,0,3,4,1,2,18,1,1,3,89,1,14,2,1,1,1,14,4,7,2,2,41
9834,1,4,0,1,1,0,0,3,1,1,0,0,0,0,0,0,4,1,0,7,1,1,2,89,1,7,1,0,1,0,14,1,6,2,3,12
9835,0,3,3,0,3,1,4,7,0,0,2,1,0,1,1,2,5,1,3,1,0,0,0,89,2,18,2,0,0,1,5,8,13,1,0,25
9836,1,0,3,0,3,3,4,0,1,0,0,1,0,0,1,0,1,0,2,3,1,0,4,89,1,10,1,1,0,1,3,9,8,2,0,2
9837,1,8,0,0,2,0,2,3,0,0,1,0,0,1,0,0,2,0,3,4,1,0,2,40,2,22,1,0,1,0,8,5,12,3,0,3
9838,0,0,3,0,4,1,4,0,0,0,2,0,0,1,0,0,2,0,2,3,0,0,4,89,3,7,2,2,0,0,0,8,19,1,0,1
9839,1,3,2,0,2,3,0,7,0,0,0,1,0,0,1,0,2,0,1,17,1,1,3,40,2,14,2,1,1,1,9,1,12,2,0,2
9840,1,5,0,1,1,3,3,2,0,0,2,0,0,0,0,3,1,1,3,19,1,0,1,67,2,14,2,1,1,0,12,7,11,2,2,41
9841,1,2,3,1,2,1,4,1,1,0,2,1,0,0,1,0,4,1,2,3,1,0,3,40,1,10,1,1,1,1,15,9,7,2,2,8
9842,1,2,2,0,3,0,2,2,0,0,0,1,0,0,0,0,4,1,2,7,1,1,0,89,1,18,2,1,1,1,12,5,8,2,0,2
9843,0,1,1,1,1,1,2,1,1,0,2,0,0,0,1,3,3,0,2,3,1,0,4,89,2,14,2,2,0,1,3,4,11,2,2,41
9844,0,2,2,1,2,1,4,1,1,0,3,1,0,1,1,0,3,1,3,2,0,0,2,40,1,7,2,0,1,1,15,8,7,1,2,7
9845,1,3,1,0,4,0,4,7,1,0,0,0,0,0,1,0,2,0,4,21,1,0,4,67,2,14,2,1,0,1,3,9,14,2,0,2
9846,0,2,0,1,2,0,3,5,1,0,0,0,0,0,0,0,3,0,0,20,1,1,4,40,0,18,1,1,0,0,2,6,2,2,2,8
9847,0,6,1,0,2,0,4,5,0,0,0,1,0,0,0,0,3,0,3,0,1,1,0,67,1,14,2,1,0,0,0,8,7,2,0,2
9848,1,8,2,1,2,0,4,5,1,0,0,1,3,0,1,1,4,0,2,11,1,1,4,40,1,14,2,2,1,0,11,9,7,2,2,20
9849,0,1,0,1,2,0,1,1,1,0,0,1,0,0,0,0,1,0,3,6,1,0,3,89,1,7,2,0,0,1,2,2,7,2,2,8
9850,1,5,1,1,3,0,2,3,1,0,1,0,0,0,0,0,5,0,3,13,1,0,0,40,1,18,1,2,0,1,2,5,8,2,2,8
9851,1,8,1,1,3,0,3,3,0,0,1,0,0,0,1,3,2,1,4,5,1,0,1,89,1,14,3,1,1,1,13,7,8,2,2,41
9852,1,2,2,1,3,1,3,3,0,1,3,1,0,0,1,0,4,1,2,2,1,0,0,67,2,7,2,2,1,0,13,7,13,2,3,12
9853,1,1,3,0,2,1,4,2,1,0,1,0,4,0,0,3,5,0,3,2,1,0,0,67,0,14,2,0,1,1,10,9,2,2,0,36
9854,0,8,2,1,2,3,1,0,1,0,1,0,0,0,0,0,2,0,1,3,1,0,1,40,1,7,2,0,0,1,2,2,7,2,2,8
9855,0,1,4,1,2,3,4,0,1,0,1,0,0,0,0,3,2,1,3,3,1,0,1,89,1,18,3,1,1,1,14,8,7,2,2,41
9856,1,5,1,1,4,0,1,2,0,0,0,0,0,0,1,0,4,0,1,5,1,0,0,67,2,18,2,2,0,1,1,3,14,2,2,8
9857,0,4,3,0,2,0,2,1,0,0,0,1,0,0,1,3,2,1,3,21,1,0,3,89,2,14,2,1,1,0,13,4,12,2,0,36
9858,1,3,1,1,2,0,2,2,0,0,1,0,0,0,0,0,3,1,2,24,1,0,4,40,1,14,1,1,1,1,12,5,7,2,2,8
9859,0,4,0,0,1,1,0,4,0,0,0,0,0,0,0,3,2,1,2,14,1,0,0,40,1,14,2,1,0,1,4,0,6,2,0,36
9860,1,6,1,1,2,2,0,2,1,0,4,0,0,0,0,2,1,1,1,3,0,0,2,67,1,7,2,1,1,1,14,1,7,0,2,49
9861,1,1,2,0,2,1,3,7,0,0,2,1,0,0,0,3,2,1,1,6,1,0,4,67,1,10,2,1,1,1,12,7,7,2,0,36
9862,0,1,1,1,4,2,3,3,0,0,1,1,0,0,0,3,2,1,3,23,1,1,4,89,4,22,2,0,0,1,4,6,24,2,2,41
9863,1,2,2,0,2,1,4,3,0,0,0,1,0,0,0,2,1,0,2,8,1,0,1,89,2,10,3,1,0,1,0,9,12,2,0,26
9864,0,4,1,1,2,1,2,2,0,0,0,0,0,0,0,0,4,1,2,4,1,0,3,89,0,10,3,2,1,1,12,4,2,2,2,8
9865,1,3,2,0,2,0,2,2,0,0,1,0,0,0,1,3,3,1,2,0,1,0,0,89,2,7,2,1,1,1,13,5,12,2,0,36
9866,0,1,1,1,1,1,4,1,1,0,2,1,0,0,0,3,2,0,3,3,1,0,3,67,0,10,2,2,0,1,2,8,1,2,2,41
9867,1,8,2,1,1,1,0,1,1,1,1,1,0,0,0,0,2,0,2,3,1,0,2,40,1,7,1,0,0,1,2,1,6,2,3,12
9868,1,4,3,1,2,3,0,2,1,0,2,0,0,0,1,2,2,0,4,2,1,0,0,89,2,10,2,1,1,1,11,1,12,2,2,31
9869,1,2,0,0,4,3,4,4,1,0,1,0,0,0,1,1,4,1,3,13,1,0,3,89,1,10,1,1,1,1,15,9,9,2,0,46
9870,1,8,0,0,2,0,2,4,0,0,0,0,0,0,1,0,5,0,2,13,1,0,2,40,1,7,2,2,1,0,9,5,7,2,0,2
9871,0,2,2,1,2,1,0,3,0,0,0,1,0,0,1,0,1,0,2,8,1,0,2,67,1,10,3,2,1,1,9,0,7,2,2,8
9872,1,3,2,1,2,0,0,2,0,0,0,0,0,0,0,0,4,0,2,18,1,1,4,89,1,7,2,0,1,1,8,1,7,2,2,8
9873,0,4,2,0,3,1,4,3,0,0,1,0,0,0,0,0,5,0,4,23,1,0,4,89,2,18,2,0,1,0,8,8,13,2,0,2
9874,0,2,2,1,3,0,2,7,0,0,2,1,0,0,1,1,2,1,3,8,1,0,4,89,2,10,2,1,1,1,13,4,13,2,2,20
9875,0,4,1,1,2,0,4,2,1,1,0,0,0,0,0,0,4,1,2,13,1,0,2,67,2,18,1,0,1,1,14,8,12,2,3,12
9876,0,8,4,0,4,0,3,5,0,0,0,1,0,1,0,0,2,1,4,13,0,1,4,89,3,7,2,0,0,1,4,6,19,1,0,1
9877,1,8,2,1,1,0,2,4,0,1,1,0,0,0,1,2,5,1,2,0,1,0,3,67,2,7,2,0,0,0,5,5,11,2,3,32
9878,0,1,1,0,2,1,2,1,0,0,2,0,0,0,1,0,4,1,2,2,1,0,2,89,1,22,2,2,0,0,5,4,7,2,0,2
9879,1,6,0,1,3,1,0,6,0,1,0,1,0,0,1,0,5,1,4,7,1,1,0,67,1,7,2,0,0,0,5,1,8,2,3,12
9880,0,8,1,0,2,0,2,7,0,0,0,1,0,1,0,0,4,0,3,13,0,1,0,89,2,7,2,0,0,1,0,4,12,1,0,1
9881,1,8,3,0,3,3,2,7,0,0,0,1,0,1,1,0,4,1,1,11,0,0,0,89,2,10,2,1,0,1,5,5,13,1,0,1
9882,0,1,3,1,2,0,4,6,0,0,0,0,0,1,0,3,2,1,2,1,0,0,1,89,4,7,3,0,0,1,4,8,22,1,2,40
9883,1,4,1,1,2,0,4,2,1,1,0,0,0,0,1,0,4,1,2,13,1,0,2,40,2,7,1,2,0,1,7,9,12,2,3,12
9884,0,7,2,1,2,3,1,0,1,0,0,0,0,1,1,0,2,0,2,3,0,0,2,89,1,18,2,2,0,1,3,2,7,1,2,7
9885,0,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0,2,1,2,3,0,0,2,89,1,18,2,2,0,1,5,2,7,1,2,7
9886,1,3,1,0,2,0,2,1,1,0,1,0,0,1,0,0,2,1,2,0,0,0,3,89,2,18,2,2,1,0,14,5,12,1,0,1
9887,1,1,2,1,3,0,2,3,1,0,0,1,0,0,1,0,2,0,3,1,1,1,0,67,0,18,2,1,0,1,3,5,3,2,2,8
9888,0,2,0,1,3,3,2,5,1,0,0,1,0,0,0,1,2,0,3,2,1,0,1,89,0,18,3,2,0,1,2,4,3,2,2,20
9889,1,7,3,0,3,0,1,7,1,0,0,1,0,0,0,0,4,0,2,0,1,1,2,89,2,18,2,2,1,1,10,3,13,2,0,2
9890,0,5,0,1,2,1,4,2,0,1,3,0,0,0,1,0,4,0,3,0,1,0,2,67,1,7,3,0,0,0,1,8,7,2,3,12
9891,0,0,1,1,2,1,3,0,1,0,0,0,0,0,1,3,2,1,4,3,1,0,1,40,0,7,3,0,1,0,15,6,2,2,2,41
9892,1,3,3,1,4,2,1,7,0,1,2,0,0,0,0,2,2,1,3,19,1,1,2,40,3,22,1,2,0,1,4,3,19,2,3,32
9893,0,3,4,0,3,1,4,6,0,0,0,0,0,0,0,0,5,1,2,5,1,0,1,40,1,22,1,2,0,0,4,8,8,2,0,2
9894,1,0,3,0,3,1,0,2,0,0,0,1,0,0,1,0,2,0,4,2,1,0,3,40,1,14,2,1,0,0,1,1,8,2,0,2
9895,0,4,1,0,2,0,2,2,0,0,0,1,0,1,1,0,4,1,1,7,0,1,4,89,1,18,2,2,1,0,13,4,7,1,0,1
9896,1,0,3,1,4,1,4,0,0,0,2,1,0,1,1,0,2,1,2,3,0,0,2,89,3,22,2,2,1,0,13,9,19,1,2,7
9897,1,0,0,1,2,1,1,0,1,0,0,1,0,1,0,1,4,1,3,8,0,1,2,67,0,18,2,2,0,0,6,3,2,1,2,19
9898,1,3,0,0,2,1,1,2,1,0,2,0,0,1,0,0,2,0,2,6,0,1,1,89,2,22,2,2,1,1,10,3,12,1,0,1
9899,1,0,3,0,2,0,4,1,0,0,0,1,0,0,0,0,5,1,3,4,1,1,1,40,1,7,2,0,0,1,4,9,7,2,0,2
9900,1,8,2,1,2,0,2,1,1,0,0,1,0,0,1,0,4,1,3,3,1,1,0,40,1,7,2,2,1,1,15,5,7,2,2,8
9901,0,2,4,0,1,0,4,4,1,0,0,0,0,1,1,0,2,0,3,15,0,0,1,89,1,22,2,0,1,0,11,8,6,1,0,1
9902,0,7,1,1,1,0,4,3,1,0,1,0,0,0,1,2,4,1,2,22,1,0,3,89,1,22,2,2,0,0,7,8,6,2,2,31
9903,1,2,2,0,2,1,0,2,0,0,0,1,0,1,0,0,4,1,1,13,0,0,4,67,1,18,2,2,1,1,12,1,7,1,0,1
9904,1,7,2,0,3,3,0,1,1,0,2,1,0,0,0,0,2,0,3,3,1,0,1,40,2,14,1,2,0,0,2,1,13,2,0,2
9905,0,4,4,0,2,3,2,2,1,0,3,0,0,1,1,2,2,1,2,5,0,1,3,67,2,10,1,1,0,1,7,4,12,1,0,25
9906,0,7,2,0,2,3,2,0,1,0,0,0,0,0,1,0,2,0,2,3,1,0,1,67,1,7,2,1,1,1,11,4,7,2,0,2
9907,0,5,2,0,0,1,1,0,1,0,0,0,0,0,0,3,2,1,2,3,1,0,3,89,2,22,2,1,1,1,14,2,10,2,0,36
9908,0,0,2,1,3,1,4,0,1,0,0,1,0,0,1,2,2,0,1,8,1,0,1,67,1,14,3,1,1,0,11,8,8,2,2,31
9909,1,2,0,0,2,0,0,5,1,0,1,0,0,0,1,0,2,0,4,19,1,0,3,89,2,22,1,1,1,1,11,1,12,2,0,2
9910,0,8,0,0,2,1,2,1,0,0,1,0,0,0,0,3,2,0,4,2,1,0,1,89,1,10,2,1,0,0,0,4,7,2,0,36
9911,1,8,4,0,4,1,2,1,1,0,3,0,0,0,1,1,4,0,3,3,1,0,4,67,2,14,2,1,1,1,11,5,14,2,0,46
9912,1,3,0,0,2,1,0,5,0,0,0,0,0,1,0,0,2,0,3,2,0,0,1,67,1,22,2,2,1,1,8,1,7,1,0,1
9913,1,2,0,1,1,1,0,3,1,1,1,0,0,0,1,0,1,0,2,5,1,0,1,67,0,7,2,1,1,0,11,1,1,2,3,12
9914,1,8,4,1,3,0,0,5,1,1,1,1,0,0,0,0,5,1,3,23,1,1,0,67,3,7,3,2,0,0,6,1,18,2,3,12
9915,1,2,0,0,1,1,4,4,1,0,1,0,0,0,1,0,2,0,1,6,1,0,4,40,1,7,1,0,1,1,11,9,6,2,0,2
9916,1,8,1,1,3,0,1,0,0,0,2,0,0,0,1,0,5,0,2,2,0,1,3,89,1,7,2,1,1,1,9,3,8,0,2,6
9917,0,8,2,0,2,0,3,2,1,0,3,0,0,0,0,0,4,0,2,5,1,0,0,40,1,22,1,2,1,0,10,6,7,2,0,2
9918,0,5,2,0,2,3,0,1,1,0,3,0,0,1,1,0,4,0,3,4,0,0,4,89,1,18,3,2,1,1,11,0,7,1,0,1
9919,0,3,2,1,2,1,4,4,0,0,1,1,0,0,1,1,2,0,3,5,1,0,4,89,1,14,2,1,0,0,1,8,7,2,2,20
9920,0,4,4,1,3,0,2,7,1,1,0,0,0,0,0,0,2,1,0,5,1,1,0,67,1,7,2,2,1,0,14,4,8,2,3,12
9921,1,4,0,0,1,1,2,1,0,0,0,0,0,0,0,0,5,0,2,5,1,0,3,89,0,14,2,1,0,0,0,5,1,2,0,2
9922,1,6,1,1,2,1,2,5,1,0,1,0,0,0,1,1,4,1,2,8,1,1,4,89,1,22,2,2,0,1,7,5,7,2,2,20
9923,0,8,2,1,2,1,3,1,1,0,1,1,0,0,1,0,2,0,2,3,1,0,2,89,1,14,2,1,0,1,3,6,7,2,2,8
9924,1,3,1,0,3,4,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,1,3,40,0,10,2,0,0,1,2,1,3,2,0,2
9925,0,3,2,0,2,1,4,1,1,0,0,1,0,0,1,3,1,1,3,2,0,0,0,89,1,18,2,1,1,1,15,8,7,0,0,34
9926,1,3,3,1,2,3,0,1,1,1,0,1,0,0,1,0,4,1,2,0,1,0,0,67,1,7,3,0,0,0,7,1,7,2,3,12
9927,1,5,3,1,3,0,4,5,0,0,2,1,0,0,1,0,4,0,3,7,1,1,4,67,2,18,2,2,1,0,9,9,13,2,2,8
9928,0,2,2,1,3,0,2,2,1,0,1,1,0,0,1,1,2,0,2,7,1,1,0,40,2,18,1,1,0,0,3,4,13,2,2,20
9929,0,8,1,1,2,1,4,3,1,0,1,0,0,0,1,3,4,0,3,4,1,1,3,67,1,18,1,1,0,0,3,8,7,2,2,41
9930,1,3,0,1,2,1,1,4,0,1,1,1,0,0,0,0,5,1,3,13,1,1,2,67,1,7,2,0,0,1,4,3,7,2,3,12
9931,0,3,2,1,3,3,2,1,1,0,0,1,0,0,0,2,1,0,2,3,1,0,3,89,0,7,2,1,1,1,10,4,3,2,2,31
9932,0,3,1,1,2,0,1,6,0,1,0,1,0,0,0,3,2,0,1,22,1,1,0,40,1,7,1,0,0,1,0,2,7,2,3,44
9933,1,2,1,0,2,3,2,2,1,0,0,1,0,1,0,0,2,1,2,3,0,0,1,89,1,18,1,0,0,1,6,5,7,1,0,1
9934,0,3,3,0,3,1,4,2,1,0,3,1,0,0,1,3,2,1,3,6,1,0,4,89,1,7,2,2,1,0,15,8,8,2,0,36
9935,0,2,1,0,2,0,4,2,1,0,2,1,0,0,1,2,1,0,2,8,1,0,0,89,1,14,2,0,1,1,11,8,7,2,0,26
9936,1,3,0,1,2,2,2,7,1,1,0,1,0,0,1,0,5,1,3,17,1,0,4,89,0,18,2,2,1,0,15,5,2,2,3,12
9937,0,8,1,1,1,1,0,1,0,0,1,0,0,0,0,3,2,1,2,3,1,0,4,89,0,10,1,1,0,0,4,0,1,2,2,41
9938,1,1,2,1,2,0,4,3,1,0,1,1,0,0,0,3,4,1,2,2,1,1,0,67,1,14,2,0,0,1,6,9,7,2,2,41
9939,0,6,2,0,3,0,3,4,0,0,2,0,0,0,1,3,2,1,2,7,1,1,3,89,1,10,2,1,0,1,5,6,8,2,0,36
9940,1,2,1,1,1,3,0,1,1,0,3,1,0,0,0,0,2,1,2,13,1,0,4,67,0,7,3,0,1,0,14,1,1,2,2,8
9941,0,5,0,0,1,3,4,1,0,0,1,1,0,1,1,0,4,1,2,12,0,0,0,89,0,22,3,2,0,1,5,8,1,1,0,1
